"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2067","Sortable Grid","chromium","Tue Feb 10 08:37:37 UTC 2026","passed","Tue Feb 10 08:37:39 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","3921","Web Tables","chromium","Tue Feb 10 08:36:19 UTC 2026","passed","Tue Feb 10 08:36:23 UTC 2026","Elements Suite: Web Tables","Elements_demoQa/web_tables.spec.js","",""
"","7421","All Button Functionalities Combined","chromium","Tue Feb 10 08:35:36 UTC 2026","passed","Tue Feb 10 08:35:43 UTC 2026","Elements Suite: Buttons Functionality","Elements_demoQa/buttons.spec.js","",""
"","2766","Expand checkbox tree","chromium","Tue Feb 10 08:35:44 UTC 2026","passed","Tue Feb 10 08:35:46 UTC 2026","Elements Suite: Check_Box","Elements_demoQa/check_box.spec.js","",""
"","7256","Links Functionality","chromium","Tue Feb 10 08:35:54 UTC 2026","passed","Tue Feb 10 08:36:02 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/links.spec.js","",""
"","3123","Test case","chromium","Tue Feb 10 08:37:55 UTC 2026","passed","Tue Feb 10 08:37:58 UTC 2026","Test suite : Date Picker","widgets_/date_picker.spec.js","",""
"","2822","Prompt Box Alert","chromium","Tue Feb 10 08:35:02 UTC 2026","passed","Tue Feb 10 08:35:05 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","7422","Upload and Download Functionality","chromium","Tue Feb 10 08:36:12 UTC 2026","passed","Tue Feb 10 08:36:19 UTC 2026","Elements Suite: Upload and Download Functionality","Elements_demoQa/upload_download.spec.js","",""
"","3917","Browser Windows : New Window","chromium","Tue Feb 10 08:35:08 UTC 2026","passed","Tue Feb 10 08:35:12 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","2553","Student Registration Form","chromium","Tue Feb 10 08:36:23 UTC 2026","passed","Tue Feb 10 08:36:26 UTC 2026","Elements Suite => Form","Form_Application/form_application.spec.js","",""
"","2920","Modal Dialogs","chromium","Tue Feb 10 08:35:19 UTC 2026","passed","Tue Feb 10 08:35:22 UTC 2026","Test suite : Modal Dialogs","alerts_frame_windows/modal_dialogs.spec.js","",""
"","4051","Simple Draggable","chromium","Tue Feb 10 08:36:26 UTC 2026","passed","Tue Feb 10 08:36:30 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","3365","Valid Link","chromium","Tue Feb 10 08:35:30 UTC 2026","passed","Tue Feb 10 08:35:33 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","5630","Resizeable","chromium","Tue Feb 10 08:37:24 UTC 2026","passed","Tue Feb 10 08:37:30 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","2140","Sortable List","chromium","Tue Feb 10 08:37:39 UTC 2026","passed","Tue Feb 10 08:37:41 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","10186","Simple Droppable","chromium","Tue Feb 10 08:36:47 UTC 2026","passed","Tue Feb 10 08:36:58 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","9183","Container Restricted Draggable","chromium","Tue Feb 10 08:36:34 UTC 2026","passed","Tue Feb 10 08:36:43 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","7170","Slider","chromium","Tue Feb 10 08:38:10 UTC 2026","passed","Tue Feb 10 08:38:17 UTC 2026","Test suite : Slider","widgets_/slider.spec.js","",""
"","2947","Browser Windows : New Tab","chromium","Tue Feb 10 08:35:05 UTC 2026","passed","Tue Feb 10 08:35:08 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","7476","Test case","chromium","Tue Feb 10 08:38:00 UTC 2026","passed","Tue Feb 10 08:38:08 UTC 2026","Test suite","widgets_/progress_bar.spec.js","",""
"","4329","Tabs","chromium","Tue Feb 10 08:38:17 UTC 2026","passed","Tue Feb 10 08:38:22 UTC 2026","Test Suite : Tabs","widgets_/tabs.spec.js","",""
"","3730","Browser Windows : New Window Message","chromium","Tue Feb 10 08:35:12 UTC 2026","passed","Tue Feb 10 08:35:15 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
